protocol_version,benchmark_name,task_id,tuple,object,object_instance,skill,spatial_region,language,problem_name,scene_type,target_type,target_instance,receiver_region,goal_expression,goal_predicates_json,draft_success_definition,layout_count,bddl_glob,push_no_bilateral_grasp,provisional_push_max_lift_m,push_constraint_status,all_four_objects_present,proxy_benchmark,factor_interpretation,source_slot_ranges_json,target_region_ranges_json,target_region_rgba_json,observation_camera_spec_json
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,10,white_yellow_mug*put_on_top*middle,white_yellow_mug,white_yellow_mug_1,put_on_top,middle,Pick up the yellow and white mug and place it on the plate in the middle region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_middle_region,(And (On white_yellow_mug_1 plate_1)),"[[""on"",""white_yellow_mug_1"",""plate_1""]]","On(white_yellow_mug_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_middle_region",4,data/libero_36/bddl/task_010_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,11,white_yellow_mug*put_on_top*right,white_yellow_mug,white_yellow_mug_1,put_on_top,right,Pick up the yellow and white mug and place it on the plate in the right region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_right_region,(And (On white_yellow_mug_1 plate_1)),"[[""on"",""white_yellow_mug_1"",""plate_1""]]","On(white_yellow_mug_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_right_region",4,data/libero_36/bddl/task_011_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,12,white_yellow_mug*put_inside*left,white_yellow_mug,white_yellow_mug_1,put_inside,left,Pick up the yellow and white mug and place it inside the basket in the left region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_left_region,(And (In white_yellow_mug_1 basket_1_contain_region)),"[[""in"",""white_yellow_mug_1"",""basket_1_contain_region""]]","In(white_yellow_mug_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_left_region",4,data/libero_36/bddl/task_012_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,13,white_yellow_mug*put_inside*middle,white_yellow_mug,white_yellow_mug_1,put_inside,middle,Pick up the yellow and white mug and place it inside the basket in the middle region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_middle_region,(And (In white_yellow_mug_1 basket_1_contain_region)),"[[""in"",""white_yellow_mug_1"",""basket_1_contain_region""]]","In(white_yellow_mug_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_middle_region",4,data/libero_36/bddl/task_013_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,14,white_yellow_mug*put_inside*right,white_yellow_mug,white_yellow_mug_1,put_inside,right,Pick up the yellow and white mug and place it inside the basket in the right region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_right_region,(And (In white_yellow_mug_1 basket_1_contain_region)),"[[""in"",""white_yellow_mug_1"",""basket_1_contain_region""]]","In(white_yellow_mug_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_right_region",4,data/libero_36/bddl/task_014_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,15,white_yellow_mug*push_to*left,white_yellow_mug,white_yellow_mug_1,push_to,left,Push the yellow and white mug into the left target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_left_region,main_table_target_left_region,(And (On white_yellow_mug_1 main_table_target_left_region)),"[[""on"",""white_yellow_mug_1"",""main_table_target_left_region""]]","On(white_yellow_mug_1,main_table_target_left_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_015_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,16,white_yellow_mug*push_to*middle,white_yellow_mug,white_yellow_mug_1,push_to,middle,Push the yellow and white mug into the middle target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_middle_region,main_table_target_middle_region,(And (On white_yellow_mug_1 main_table_target_middle_region)),"[[""on"",""white_yellow_mug_1"",""main_table_target_middle_region""]]","On(white_yellow_mug_1,main_table_target_middle_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_016_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,17,white_yellow_mug*push_to*right,white_yellow_mug,white_yellow_mug_1,push_to,right,Push the yellow and white mug into the right target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_right_region,main_table_target_right_region,(And (On white_yellow_mug_1 main_table_target_right_region)),"[[""on"",""white_yellow_mug_1"",""main_table_target_right_region""]]","On(white_yellow_mug_1,main_table_target_right_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_017_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,18,alphabet_soup*put_on_top*left,alphabet_soup,alphabet_soup_1,put_on_top,left,Pick up the alphabet soup and place it on the plate in the left region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_left_region,(And (On alphabet_soup_1 plate_1)),"[[""on"",""alphabet_soup_1"",""plate_1""]]","On(alphabet_soup_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_left_region",4,data/libero_36/bddl/task_018_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,19,alphabet_soup*put_on_top*middle,alphabet_soup,alphabet_soup_1,put_on_top,middle,Pick up the alphabet soup and place it on the plate in the middle region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_middle_region,(And (On alphabet_soup_1 plate_1)),"[[""on"",""alphabet_soup_1"",""plate_1""]]","On(alphabet_soup_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_middle_region",4,data/libero_36/bddl/task_019_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,20,alphabet_soup*put_on_top*right,alphabet_soup,alphabet_soup_1,put_on_top,right,Pick up the alphabet soup and place it on the plate in the right region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_right_region,(And (On alphabet_soup_1 plate_1)),"[[""on"",""alphabet_soup_1"",""plate_1""]]","On(alphabet_soup_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_right_region",4,data/libero_36/bddl/task_020_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,21,alphabet_soup*put_inside*left,alphabet_soup,alphabet_soup_1,put_inside,left,Pick up the alphabet soup and place it inside the basket in the left region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_left_region,(And (In alphabet_soup_1 basket_1_contain_region)),"[[""in"",""alphabet_soup_1"",""basket_1_contain_region""]]","In(alphabet_soup_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_left_region",4,data/libero_36/bddl/task_021_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,22,alphabet_soup*put_inside*middle,alphabet_soup,alphabet_soup_1,put_inside,middle,Pick up the alphabet soup and place it inside the basket in the middle region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_middle_region,(And (In alphabet_soup_1 basket_1_contain_region)),"[[""in"",""alphabet_soup_1"",""basket_1_contain_region""]]","In(alphabet_soup_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_middle_region",4,data/libero_36/bddl/task_022_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,23,alphabet_soup*put_inside*right,alphabet_soup,alphabet_soup_1,put_inside,right,Pick up the alphabet soup and place it inside the basket in the right region,LIBERO_Tabletop_Manipulation,tabletop,basket,basket_1,main_table_target_right_region,(And (In alphabet_soup_1 basket_1_contain_region)),"[[""in"",""alphabet_soup_1"",""basket_1_contain_region""]]","In(alphabet_soup_1,basket_1_contain_region) AND terminal_center_xy(basket_1) in main_table_target_right_region",4,data/libero_36/bddl/task_023_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,24,alphabet_soup*push_to*left,alphabet_soup,alphabet_soup_1,push_to,left,Push the alphabet soup into the left target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_left_region,main_table_target_left_region,(And (On alphabet_soup_1 main_table_target_left_region)),"[[""on"",""alphabet_soup_1"",""main_table_target_left_region""]]","On(alphabet_soup_1,main_table_target_left_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_024_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,25,alphabet_soup*push_to*middle,alphabet_soup,alphabet_soup_1,push_to,middle,Push the alphabet soup into the middle target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_middle_region,main_table_target_middle_region,(And (On alphabet_soup_1 main_table_target_middle_region)),"[[""on"",""alphabet_soup_1"",""main_table_target_middle_region""]]","On(alphabet_soup_1,main_table_target_middle_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_025_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,26,alphabet_soup*push_to*right,alphabet_soup,alphabet_soup_1,push_to,right,Push the alphabet soup into the right target region,LIBERO_Tabletop_Manipulation,tabletop,table_region,main_table_target_right_region,main_table_target_right_region,(And (On alphabet_soup_1 main_table_target_right_region)),"[[""on"",""alphabet_soup_1"",""main_table_target_right_region""]]","On(alphabet_soup_1,main_table_target_right_region) AND no_bilateral_grasp_during_trajectory AND max_lift_from_stabilized_height<=0.030m (provisional threshold)",4,data/libero_36/bddl/task_026_layout_*.bddl,True,0.03,provisional_requires_pilot_calibration,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
libero_36_proxy_tabletop_draft_v5,libero_registered_object_36_proxy_tabletop,27,cream_cheese*put_on_top*left,cream_cheese,cream_cheese_1,put_on_top,left,Pick up the cream cheese box and place it on the plate in the left region,LIBERO_Tabletop_Manipulation,tabletop,plate,plate_1,main_table_target_left_region,(And (On cream_cheese_1 plate_1)),"[[""on"",""cream_cheese_1"",""plate_1""]]","On(cream_cheese_1,plate_1) AND terminal_center_xy(plate_1) in main_table_target_left_region",4,data/libero_36/bddl/task_027_layout_*.bddl,False,,not_applicable,True,True,object_identity*goal_schema_receiver_type*destination_location,"{""0"":[0.04,-0.244,0.11,-0.182],""1"":[0.04,-0.102,0.11,-0.04],""2"":[0.04,0.04,0.11,0.102],""3"":[0.04,0.182,0.11,0.244]}","{""left"":[-0.2,-0.28,-0.04,-0.14],""middle"":[-0.2,-0.07,-0.04,0.07],""right"":[-0.2,0.14,-0.04,0.28]}","[0.1,0.45,1.0,0.25]","{""agentview_camera_name"":""agentview"",""agentview_fovy_deg"":75.0,""agentview_position_m"":[0.6586131746834771,0.0,1.6103500240372424],""agentview_quaternion_wxyz"":[0.6380177736282349,0.3048497438430786,0.30484986305236816,0.6380177736282349],""apply_after_every_reset"":true,""camera_height"":128,""camera_protocol_version"":""libero_36_agentview_v1"",""camera_width"":128,""observation_refresh_after_apply"":true,""raw_reset_agentview_fovy_deg"":45.0}"
