global_episode_index,lerobot_task_index,libero_suite,libero_task_id,demo_index,demo_key,num_frames,language,hdf5_path,split_csv,repo_id,fps
11,2,libero_spatial,2,1,demo_1,598,pick up the akita black bowl and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task2_5_success_pilot_v1/task_002_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
12,2,libero_spatial,2,2,demo_2,598,pick up the akita black bowl and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task2_5_success_pilot_v1/task_002_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
13,2,libero_spatial,2,3,demo_3,598,pick up the akita black bowl and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task2_5_success_pilot_v1/task_002_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
14,2,libero_spatial,2,4,demo_4,598,pick up the akita black bowl and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task2_5_success_pilot_v1/task_002_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
15,3,libero_spatial,3,0,demo_0,596,pick up the akita black bowl and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task3_5_success_pilot_v1/task_003_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
16,3,libero_spatial,3,1,demo_1,596,pick up the akita black bowl and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task3_5_success_pilot_v1/task_003_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
17,3,libero_spatial,3,2,demo_2,596,pick up the akita black bowl and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task3_5_success_pilot_v1/task_003_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
18,3,libero_spatial,3,3,demo_3,596,pick up the akita black bowl and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task3_5_success_pilot_v1/task_003_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
19,3,libero_spatial,3,4,demo_4,596,pick up the akita black bowl and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task3_5_success_pilot_v1/task_003_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
20,4,libero_spatial,4,0,demo_0,578,pick up the akita black bowl and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task4_5_success_pilot_v1/task_004_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
21,4,libero_spatial,4,1,demo_1,578,pick up the akita black bowl and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task4_5_success_pilot_v1/task_004_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
22,4,libero_spatial,4,2,demo_2,578,pick up the akita black bowl and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task4_5_success_pilot_v1/task_004_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
23,4,libero_spatial,4,3,demo_3,578,pick up the akita black bowl and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task4_5_success_pilot_v1/task_004_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
24,4,libero_spatial,4,4,demo_4,578,pick up the akita black bowl and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task4_5_success_pilot_v1/task_004_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
25,5,libero_spatial,5,0,demo_0,605,pick up the akita black bowl and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task5_5_success_pilot_v1/task_005_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
26,5,libero_spatial,5,1,demo_1,605,pick up the akita black bowl and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task5_5_success_pilot_v1/task_005_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
27,5,libero_spatial,5,2,demo_2,605,pick up the akita black bowl and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task5_5_success_pilot_v1/task_005_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
28,5,libero_spatial,5,3,demo_3,605,pick up the akita black bowl and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task5_5_success_pilot_v1/task_005_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
29,5,libero_spatial,5,4,demo_4,605,pick up the akita black bowl and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task5_5_success_pilot_v1/task_005_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
30,6,libero_spatial,6,0,demo_0,328,push the akita black bowl into the left target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task6_5_success_pilot_v1/task_006_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
31,6,libero_spatial,6,1,demo_1,328,push the akita black bowl into the left target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task6_5_success_pilot_v1/task_006_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
32,6,libero_spatial,6,2,demo_2,328,push the akita black bowl into the left target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task6_5_success_pilot_v1/task_006_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
33,6,libero_spatial,6,3,demo_3,328,push the akita black bowl into the left target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task6_5_success_pilot_v1/task_006_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
34,6,libero_spatial,6,4,demo_4,328,push the akita black bowl into the left target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task6_5_success_pilot_v1/task_006_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
35,7,libero_spatial,7,0,demo_0,578,push the akita black bowl into the middle target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task7_5_success_pilot_v1/task_007_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
36,7,libero_spatial,7,1,demo_1,578,push the akita black bowl into the middle target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task7_5_success_pilot_v1/task_007_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
37,7,libero_spatial,7,2,demo_2,578,push the akita black bowl into the middle target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task7_5_success_pilot_v1/task_007_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
38,7,libero_spatial,7,3,demo_3,578,push the akita black bowl into the middle target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task7_5_success_pilot_v1/task_007_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
39,7,libero_spatial,7,4,demo_4,578,push the akita black bowl into the middle target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task7_5_success_pilot_v1/task_007_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
40,8,libero_spatial,8,0,demo_0,912,push the akita black bowl into the right target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task8_5_success_pilot_v1/task_008_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
41,8,libero_spatial,8,1,demo_1,912,push the akita black bowl into the right target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task8_5_success_pilot_v1/task_008_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
42,8,libero_spatial,8,2,demo_2,912,push the akita black bowl into the right target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task8_5_success_pilot_v1/task_008_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
43,8,libero_spatial,8,3,demo_3,912,push the akita black bowl into the right target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task8_5_success_pilot_v1/task_008_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
44,8,libero_spatial,8,4,demo_4,912,push the akita black bowl into the right target region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task8_5_success_pilot_v1/task_008_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
45,9,libero_spatial,9,0,demo_0,585,pick up the yellow and white mug and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task9_5_success_pilot_v1/task_009_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
46,9,libero_spatial,9,1,demo_1,585,pick up the yellow and white mug and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task9_5_success_pilot_v1/task_009_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
47,9,libero_spatial,9,2,demo_2,585,pick up the yellow and white mug and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task9_5_success_pilot_v1/task_009_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
48,9,libero_spatial,9,3,demo_3,585,pick up the yellow and white mug and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task9_5_success_pilot_v1/task_009_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
49,9,libero_spatial,9,4,demo_4,585,pick up the yellow and white mug and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task9_5_success_pilot_v1/task_009_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
50,10,libero_spatial,10,0,demo_0,581,pick up the yellow and white mug and place it on the plate in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task10_5_success_pilot_v1/task_010_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
51,10,libero_spatial,10,1,demo_1,581,pick up the yellow and white mug and place it on the plate in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task10_5_success_pilot_v1/task_010_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
52,10,libero_spatial,10,2,demo_2,581,pick up the yellow and white mug and place it on the plate in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task10_5_success_pilot_v1/task_010_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
53,10,libero_spatial,10,3,demo_3,581,pick up the yellow and white mug and place it on the plate in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task10_5_success_pilot_v1/task_010_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
54,10,libero_spatial,10,4,demo_4,581,pick up the yellow and white mug and place it on the plate in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task10_5_success_pilot_v1/task_010_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
55,11,libero_spatial,11,0,demo_0,568,pick up the yellow and white mug and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task11_5_success_pilot_v1/task_011_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
56,11,libero_spatial,11,1,demo_1,568,pick up the yellow and white mug and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task11_5_success_pilot_v1/task_011_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
57,11,libero_spatial,11,2,demo_2,568,pick up the yellow and white mug and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task11_5_success_pilot_v1/task_011_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
58,11,libero_spatial,11,3,demo_3,568,pick up the yellow and white mug and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task11_5_success_pilot_v1/task_011_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
59,11,libero_spatial,11,4,demo_4,568,pick up the yellow and white mug and place it on the plate in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task11_5_success_pilot_v1/task_011_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
60,12,libero_spatial,12,0,demo_0,620,pick up the yellow and white mug and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task12_5_success_pilot_v1/task_012_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
61,12,libero_spatial,12,1,demo_1,620,pick up the yellow and white mug and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task12_5_success_pilot_v1/task_012_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
62,12,libero_spatial,12,2,demo_2,620,pick up the yellow and white mug and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task12_5_success_pilot_v1/task_012_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
63,12,libero_spatial,12,3,demo_3,620,pick up the yellow and white mug and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task12_5_success_pilot_v1/task_012_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
64,12,libero_spatial,12,4,demo_4,620,pick up the yellow and white mug and place it inside the basket in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task12_5_success_pilot_v1/task_012_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
65,13,libero_spatial,13,0,demo_0,590,pick up the yellow and white mug and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task13_5_success_pilot_v1/task_013_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
66,13,libero_spatial,13,1,demo_1,590,pick up the yellow and white mug and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task13_5_success_pilot_v1/task_013_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
67,13,libero_spatial,13,2,demo_2,590,pick up the yellow and white mug and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task13_5_success_pilot_v1/task_013_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
68,13,libero_spatial,13,3,demo_3,590,pick up the yellow and white mug and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task13_5_success_pilot_v1/task_013_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
69,13,libero_spatial,13,4,demo_4,590,pick up the yellow and white mug and place it inside the basket in the middle region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task13_5_success_pilot_v1/task_013_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
70,14,libero_spatial,14,0,demo_0,582,pick up the yellow and white mug and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task14_5_success_pilot_v1/task_014_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
71,14,libero_spatial,14,1,demo_1,582,pick up the yellow and white mug and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task14_5_success_pilot_v1/task_014_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
72,14,libero_spatial,14,2,demo_2,582,pick up the yellow and white mug and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task14_5_success_pilot_v1/task_014_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
73,14,libero_spatial,14,3,demo_3,582,pick up the yellow and white mug and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task14_5_success_pilot_v1/task_014_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
74,14,libero_spatial,14,4,demo_4,582,pick up the yellow and white mug and place it inside the basket in the right region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task14_5_success_pilot_v1/task_014_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
75,15,libero_spatial,16,0,demo_0,630,push the white and yellow mug to the middle of the table,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task16_5_success_pilot_v1/task_016_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
76,15,libero_spatial,16,1,demo_1,712,push the white and yellow mug to the middle of the table,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task16_5_success_pilot_v1/task_016_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
77,15,libero_spatial,16,2,demo_2,678,push the white and yellow mug to the middle of the table,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task16_5_success_pilot_v1/task_016_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
78,15,libero_spatial,16,3,demo_3,747,push the white and yellow mug to the middle of the table,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task16_5_success_pilot_v1/task_016_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
79,15,libero_spatial,16,4,demo_4,858,push the white and yellow mug to the middle of the table,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task16_5_success_pilot_v1/task_016_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
80,16,libero_spatial,18,0,demo_0,667,pick up the alphabet soup and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task18_5_success_pilot_v1/task_018_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
81,16,libero_spatial,18,1,demo_1,667,pick up the alphabet soup and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task18_5_success_pilot_v1/task_018_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
82,16,libero_spatial,18,2,demo_2,667,pick up the alphabet soup and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task18_5_success_pilot_v1/task_018_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
83,16,libero_spatial,18,3,demo_3,667,pick up the alphabet soup and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task18_5_success_pilot_v1/task_018_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
84,16,libero_spatial,18,4,demo_4,667,pick up the alphabet soup and place it on the plate in the left region,/root/smolvla-libero-compositional-generalization/data/demos/libero36_task18_5_success_pilot_v1/task_018_layout_1_5_success.hdf5,data/training/libero36_feasible_v1/splits/all_32_tasks_5episodes_v1.csv,local/libero36_feasible_32_frozen_v1,20
